,0,1,text_no_punct,text_tokenized,text_no_sw,text_lem
2383,ham,I will reach before ten morning,i will reach before ten morning,"['i', 'will', 'reach', 'before', 'ten', 'morning']","['reach', 'morning']","['reach', 'morning']"
2384,ham,Your pussy is perfect!,your pussy is perfect,"['your', 'pussy', 'is', 'perfect']","['pussy', 'perfect']","['pussy', 'perfect']"
2385,ham,"Sorry, I'll call later",sorry ill call later,"['sorry', 'ill', 'call', 'later']","['sorry', 'ill', 'later']","['sorry', 'ill', 'later']"
2386,spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",someone has contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline 09058098002 pobox1 w14rg 150p,"['someone', 'has', 'contacted', 'our', 'dating', 'service', 'and', 'entered', 'your', 'phone', 'becausethey', 'fancy', 'you', 'to', 'find', 'out', 'who', 'it', 'is', 'call', 'from', 'a', 'landline', '09058098002', 'pobox1', 'w14rg', '150p']","['contacted', 'dating', 'service', 'entered', 'phone', 'becausethey', 'fancy', 'find', 'landline', '09058098002', 'pobox1', 'w14rg', '150p']","['contact', 'date', 'service', 'enter', 'phone', 'becausethey', 'fancy', 'find', 'landline', '09058098002']"
2387,ham,No message..no responce..what happend?,no messageno responcewhat happend,"['no', 'messageno', 'responcewhat', 'happend']","['messageno', 'responcewhat', 'happend']","['messageno', 'responcewhat', 'happend']"
2388,ham,Also where's the piece,also wheres the piece,"['also', 'wheres', 'the', 'piece']","['wheres', 'piece']","['where', 's', 'piece']"
2389,ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal ,"['wiskey', 'brandy', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', 'kudiyarasu', 'dhina', 'vaazhthukkal', '']","['wiskey', 'brandy', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', 'kudiyarasu', 'dhina', 'vaazhthukkal', '']","['wiskey', 'brandy', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', 'kudiyarasu', 'dhina', 'vaazhthukkal']"
2390,ham,Boo. How's things? I'm back at home and a little bored already :-(,boo hows things im back at home and a little bored already ,"['boo', 'hows', 'things', 'im', 'back', 'at', 'home', 'and', 'a', 'little', 'bored', 'already', '']","['boo', 'hows', 'things', 'im', 'home', 'little', 'bored', '']","['boo', 'how', 's', 'thing', 'I', 'm', 'home', 'little', 'bored']"
2391,ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,first has she gained more than  ltgt kg since she took in second has she done the blood sugar tests if she has and its ok and her blood pressure is within normal limits then no worries,"['first', 'has', 'she', 'gained', 'more', 'than', '', 'ltgt', 'kg', 'since', 'she', 'took', 'in', 'second', 'has', 'she', 'done', 'the', 'blood', 'sugar', 'tests', 'if', 'she', 'has', 'and', 'its', 'ok', 'and', 'her', 'blood', 'pressure', 'is', 'within', 'normal', 'limits', 'then', 'no', 'worries']","['gained', '', 'ltgt', 'kg', 'took', 'second', 'blood', 'sugar', 'tests', 'ok', 'blood', 'pressure', 'normal', 'limits', 'worries']","['gain', 'ltgt', 'kg', 'take', 'second', 'blood', 'sugar', 'test', 'ok', 'blood', 'pressure', 'normal', 'limit', 'worry']"
2392,ham,PICK UR FONE UP NOW U DUMB?,pick ur fone up now u dumb,"['pick', 'ur', 'fone', 'up', 'now', 'u', 'dumb']","['pick', 'ur', 'fone', 'u', 'dumb']","['pick', 'ur', 'fone', 'u', 'dumb']"
2393,ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",thanks da thangam i feel very very happy dear i also miss you da,"['thanks', 'da', 'thangam', 'i', 'feel', 'very', 'very', 'happy', 'dear', 'i', 'also', 'miss', 'you', 'da']","['thanks', 'da', 'thangam', 'feel', 'happy', 'dear', 'miss', 'da']","['thank', 'da', 'thangam', 'feel', 'happy', 'dear', 'miss', 'da']"
2394,ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",okey doke im at home but not dressed cos laying around ill speak to you later bout times and stuff ,"['okey', 'doke', 'im', 'at', 'home', 'but', 'not', 'dressed', 'cos', 'laying', 'around', 'ill', 'speak', 'to', 'you', 'later', 'bout', 'times', 'and', 'stuff', '']","['okey', 'doke', 'im', 'home', 'dressed', 'cos', 'laying', 'ill', 'speak', 'later', 'bout', 'times', 'stuff', '']","['okey', 'doke', 'I', 'm', 'home', 'dress', 'lay', 'ill', 'speak', 'later', 'time', 'stuff']"
2395,ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me,"['i', 'dont', 'run', 'away', 'frm', 'u', 'i', 'walk', 'slowly', 'amp', 'it', 'kills', 'me', 'that', 'u', 'dont', 'care', 'enough', 'to', 'stop', 'me']","['dont', 'run', 'away', 'frm', 'u', 'walk', 'slowly', 'amp', 'kills', 'u', 'dont', 'care', 'stop']","['do', 'not', 'run', 'away', 'frm', 'u', 'walk', 'slowly', 'amp', 'kill', 'u', 'do', 'not', 'care', 'stop']"
2396,ham,"Babe, I'm back ... Come back to me ...",babe im back  come back to me ,"['babe', 'im', 'back', '', 'come', 'back', 'to', 'me', '']","['babe', 'im', '', 'come', '']","['babe', 'I', 'm', 'come']"
2397,ham,Well you told others you'd marry them...,well you told others youd marry them,"['well', 'you', 'told', 'others', 'youd', 'marry', 'them']","['told', 'youd', 'marry']","['tell', 'you', 'd', 'marry']"
2398,ham,Neshanth..tel me who r u?,neshanthtel me who r u,"['neshanthtel', 'me', 'who', 'r', 'u']","['neshanthtel', 'r', 'u']","['neshanthtel', 'r', 'u']"
2399,ham,YO YO YO BYATCH WHASSUP?,yo yo yo byatch whassup,"['yo', 'yo', 'yo', 'byatch', 'whassup']","['yo', 'yo', 'yo', 'byatch', 'whassup']","['yo', 'yo', 'yo', 'byatch', 'whassup']"
2400,ham,Oh... Kay... On sat right?,oh kay on sat right,"['oh', 'kay', 'on', 'sat', 'right']","['oh', 'kay', 'sat', 'right']","['oh', 'kay', 'sit', 'right']"
2401,ham,Hi! This is Roger from CL. How are you?,hi this is roger from cl how are you,"['hi', 'this', 'is', 'roger', 'from', 'cl', 'how', 'are', 'you']","['hi', 'roger', 'cl']","['hi', 'roger', 'cl']"
2402,spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),babe u want me dont u baby im nasty and have a thing 4 filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slo4msgs,"['babe', 'u', 'want', 'me', 'dont', 'u', 'baby', 'im', 'nasty', 'and', 'have', 'a', 'thing', '4', 'filthyguys', 'fancy', 'a', 'rude', 'time', 'with', 'a', 'sexy', 'bitch', 'how', 'about', 'we', 'go', 'slo', 'n', 'hard', 'txt', 'xxx', 'slo4msgs']","['babe', 'u', 'want', 'dont', 'u', 'baby', 'im', 'nasty', 'thing', '4', 'filthyguys', 'fancy', 'rude', 'time', 'sexy', 'bitch', 'slo', 'n', 'hard', 'txt', 'xxx', 'slo4msgs']","['babe', 'u', 'want', 'do', 'not', 'u', 'baby', 'I', 'm', 'nasty', 'thing', '4', 'filthyguy', 'fancy', 'rude', 'time', 'sexy', 'bitch', 'slo', 'n', 'hard', 'txt', 'xxx']"
2403,ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,oh oh wasted den muz chiong on sat n sun liao,"['oh', 'oh', 'wasted', 'den', 'muz', 'chiong', 'on', 'sat', 'n', 'sun', 'liao']","['oh', 'oh', 'wasted', 'den', 'muz', 'chiong', 'sat', 'n', 'sun', 'liao']","['oh', 'oh', 'waste', 'den', 'muz', 'chiong', 'sit', 'n', 'sun', 'liao']"
2404,ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,jesus christ bitch im trying to give you drugs answer your fucking phone,"['jesus', 'christ', 'bitch', 'im', 'trying', 'to', 'give', 'you', 'drugs', 'answer', 'your', 'fucking', 'phone']","['jesus', 'christ', 'bitch', 'im', 'trying', 'drugs', 'answer', 'fucking', 'phone']","['jesus', 'christ', 'bitch', 'I', 'm', 'try', 'drug', 'answer', 'fucking', 'phone']"
2405,ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,please give it 2  or i will pick it up on tuesday evening about 8 if that is ok,"['please', 'give', 'it', '2', '', 'or', 'i', 'will', 'pick', 'it', 'up', 'on', 'tuesday', 'evening', 'about', '8', 'if', 'that', 'is', 'ok']","['2', '', 'pick', 'tuesday', 'evening', '8', 'ok']","['2', 'pick', 'tuesday', 'evening', '8', 'ok']"
2406,ham,I'm meeting Darren...,im meeting darren,"['im', 'meeting', 'darren']","['im', 'meeting', 'darren']","['I', 'm', 'meeting', 'darren']"
2407,ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",one of best dialogue in cute reltnship wen i die dont come near my body bcoz my hands may not come 2 wipe ur tears off that timegud ni8,"['one', 'of', 'best', 'dialogue', 'in', 'cute', 'reltnship', 'wen', 'i', 'die', 'dont', 'come', 'near', 'my', 'body', 'bcoz', 'my', 'hands', 'may', 'not', 'come', '2', 'wipe', 'ur', 'tears', 'off', 'that', 'timegud', 'ni8']","['best', 'dialogue', 'cute', 'reltnship', 'wen', 'die', 'dont', 'come', 'near', 'body', 'bcoz', 'hands', 'come', '2', 'wipe', 'ur', 'tears', 'timegud', 'ni8']","['good', 'dialogue', 'cute', 'reltnship', 'wen', 'die', 'do', 'not', 'come', 'near', 'body', 'bcoz', 'hand', 'come', '2', 'wipe', 'ur', 'tear', 'timegud']"
2408,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve d case  a man was found murdered on  ltdecimalgt  ltgt  afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant,"['solve', 'd', 'case', '', 'a', 'man', 'was', 'found', 'murdered', 'on', '', 'ltdecimalgt', '', 'ltgt', '', 'afternoon', '1his', 'wife', 'called', 'police', '2police', 'questioned', 'everyone', '3wife', 'siri', 'was', 'sleeping', 'when', 'the', 'murder', 'took', 'place', '4cook', 'i', 'was', 'cooking', '5gardener', 'i', 'was', 'picking', 'vegetables', '6housemaid', 'i', 'went', '2', 'd', 'post', 'office', '7children', 'we', 'went', '2', 'play', '8neighbour', 'we', 'went', '2', 'a', 'marriage', 'police', 'arrested', 'd', 'murderer', 'immediately', 'whos', 'it', 'reply', 'with', 'reason', 'if', 'u', 'r', 'brilliant']","['solve', 'd', 'case', '', 'man', 'found', 'murdered', '', 'ltdecimalgt', '', 'ltgt', '', 'afternoon', '1his', 'wife', 'called', 'police', '2police', 'questioned', '3wife', 'siri', 'sleeping', 'murder', 'took', 'place', '4cook', 'cooking', '5gardener', 'picking', 'vegetables', '6housemaid', 'went', '2', 'd', 'post', 'office', '7children', 'went', '2', 'play', '8neighbour', 'went', '2', 'marriage', 'police', 'arrested', 'd', 'murderer', 'immediately', 'whos', 'reply', 'reason', 'u', 'r', 'brilliant']","['solve', 'would', 'case', 'man', 'find', 'murder', 'ltdecimalgt', 'ltgt', 'afternoon', 'wife', 'call', 'police', 'question', 'siri', 'sleep', 'murder', 'take', 'place', 'cooking', 'pick', 'vegetable', 'go', '2', 'would', 'post', 'office', 'go', '2', 'play', 'go', '2', 'marriage', 'police', 'arrest', 'would', 'murderer', 'immediately', 'who', 's', 'reply', 'reason', 'u', 'r', 'brilliant']"
2409,ham,Dear where you will be when i reach there,dear where you will be when i reach there,"['dear', 'where', 'you', 'will', 'be', 'when', 'i', 'reach', 'there']","['dear', 'reach']","['dear', 'reach']"
2410,ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),aww thats the first time u said u missed me without asking if i missed u first you do love me ,"['aww', 'thats', 'the', 'first', 'time', 'u', 'said', 'u', 'missed', 'me', 'without', 'asking', 'if', 'i', 'missed', 'u', 'first', 'you', 'do', 'love', 'me', '']","['aww', 'thats', 'time', 'u', 'said', 'u', 'missed', 'asking', 'missed', 'u', 'love', '']","['aww', 'that', 's', 'time', 'u', 'say', 'u', 'miss', 'ask', 'miss', 'u', 'love']"
2411,ham,Ok... Thanx... Gd nite 2 ü too...,ok thanx gd nite 2 ü too,"['ok', 'thanx', 'gd', 'nite', '2', 'ü', 'too']","['ok', 'thanx', 'gd', 'nite', '2', 'ü']","['ok', 'thanx', 'gd', 'nite', '2', 'ü']"
2412,ham,"Come to me right now, Ahmad",come to me right now ahmad,"['come', 'to', 'me', 'right', 'now', 'ahmad']","['come', 'right', 'ahmad']","['come', 'right', 'ahmad']"
2413,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,i dont know u and u dont know me send chat to 86688 now and lets find each other only 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years or over,"['i', 'dont', 'know', 'u', 'and', 'u', 'dont', 'know', 'me', 'send', 'chat', 'to', '86688', 'now', 'and', 'lets', 'find', 'each', 'other', 'only', '150pmsg', 'rcvd', 'hgsuite3422landsroww1j6hl', 'ldn', '18', 'years', 'or', 'over']","['dont', 'know', 'u', 'u', 'dont', 'know', 'send', 'chat', '86688', 'lets', 'find', '150pmsg', 'rcvd', 'hgsuite3422landsroww1j6hl', 'ldn', '18', 'years']","['do', 'not', 'know', 'u', 'u', 'do', 'not', 'know', 'send', 'chat', '86688', 'let', 'find', 'rcvd', 'ldn', '18', 'year']"
2414,ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something,"['lol', 'please', 'do', 'actually', 'send', 'a', 'pic', 'of', 'yourself', 'right', 'now', 'i', 'wanna', 'see', 'pose', 'with', 'a', 'comb', 'and', 'hair', 'dryer', 'or', 'something']","['lol', 'actually', 'send', 'pic', 'right', 'wanna', 'pose', 'comb', 'hair', 'dryer']","['lol', 'actually', 'send', 'pic', 'right', 'wanna', 'pose', 'comb', 'hair', 'dryer']"
2415,ham,O was not into fps then.,o was not into fps then,"['o', 'was', 'not', 'into', 'fps', 'then']","['o', 'fps']","['o', 'fps']"
2416,ham,Huh means computational science... Y they like dat one push here n there...,huh means computational science y they like dat one push here n there,"['huh', 'means', 'computational', 'science', 'y', 'they', 'like', 'dat', 'one', 'push', 'here', 'n', 'there']","['huh', 'means', 'computational', 'science', 'y', 'like', 'dat', 'push', 'n']","['huh', 'mean', 'computational', 'science', 'y', 'like', 'dat', 'push', 'n']"
2417,ham,"Could you not read me, my Love ? I answered you",could you not read me my love  i answered you,"['could', 'you', 'not', 'read', 'me', 'my', 'love', '', 'i', 'answered', 'you']","['read', 'love', '', 'answered']","['read', 'love', 'answer']"
2418,ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,oh lk tt den we take e one tt ends at cine lor dun wan yogasana oso can ,"['oh', 'lk', 'tt', 'den', 'we', 'take', 'e', 'one', 'tt', 'ends', 'at', 'cine', 'lor', 'dun', 'wan', 'yogasana', 'oso', 'can', '']","['oh', 'lk', 'tt', 'den', 'e', 'tt', 'ends', 'cine', 'lor', 'dun', 'wan', 'yogasana', 'oso', '']","['oh', 'lk', 'tt', 'den', 'e', 'tt', 'end', 'cine', 'lor', 'dun', 'wan', 'yogasana', 'oso']"
2419,ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",madamregret disturbancemight receive a reference check from dlf premaricakindly be informedrgdsrakheshkerala,"['madamregret', 'disturbancemight', 'receive', 'a', 'reference', 'check', 'from', 'dlf', 'premaricakindly', 'be', 'informedrgdsrakheshkerala']","['madamregret', 'disturbancemight', 'receive', 'reference', 'check', 'dlf', 'premaricakindly', 'informedrgdsrakheshkerala']","['madamregret', 'disturbancemight', 'receive', 'reference', 'check', 'dlf', 'premaricakindly', 'informedrgdsrakheshkerala']"
2420,spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,sms services for your inclusive text credits pls gotto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk220cm2 9ae,"['sms', 'services', 'for', 'your', 'inclusive', 'text', 'credits', 'pls', 'gotto', 'wwwcomuknet', 'login', '3qxj9', 'unsubscribe', 'with', 'stop', 'no', 'extra', 'charge', 'help', '08702840625', 'comuk220cm2', '9ae']","['sms', 'services', 'inclusive', 'text', 'credits', 'pls', 'gotto', 'wwwcomuknet', 'login', '3qxj9', 'unsubscribe', 'stop', 'extra', 'charge', 'help', '08702840625', 'comuk220cm2', '9ae']","['sm', 'service', 'inclusive', 'text', 'credit', 'pls', 'gotto', 'wwwcomuknet', 'login', 'unsubscribe', 'stop', 'extra', 'charge', 'help', '08702840625']"
2421,ham,Oic... Then better quickly go bathe n settle down...,oic then better quickly go bathe n settle down,"['oic', 'then', 'better', 'quickly', 'go', 'bathe', 'n', 'settle', 'down']","['oic', 'better', 'quickly', 'bathe', 'n', 'settle']","['oic', 'well', 'quickly', 'bathe', 'n', 'settle']"
2422,ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,err cud do im going to  at 8pm i havent got a way to contact him until then,"['err', 'cud', 'do', 'im', 'going', 'to', '', 'at', '8pm', 'i', 'havent', 'got', 'a', 'way', 'to', 'contact', 'him', 'until', 'then']","['err', 'cud', 'im', 'going', '', '8pm', 'havent', 'got', 'way', 'contact']","['err', 'cud', 'I', 'm', 'go', '8', 'pm', 'have', 'not', 'get', 'way', 'contact']"
2423,ham,A bloo bloo bloo I'll miss the first bowl,a bloo bloo bloo ill miss the first bowl,"['a', 'bloo', 'bloo', 'bloo', 'ill', 'miss', 'the', 'first', 'bowl']","['bloo', 'bloo', 'bloo', 'ill', 'miss', 'bowl']","['bloo', 'bloo', 'bloo', 'ill', 'miss', 'bowl']"
2424,ham,Lmao but its so fun...,lmao but its so fun,"['lmao', 'but', 'its', 'so', 'fun']","['lmao', 'fun']","['lmao', 'fun']"
2425,ham,Oh k k:)but he is not a big hitter.anyway good,oh k kbut he is not a big hitteranyway good,"['oh', 'k', 'kbut', 'he', 'is', 'not', 'a', 'big', 'hitteranyway', 'good']","['oh', 'k', 'kbut', 'big', 'hitteranyway', 'good']","['oh', 'k', 'kbut', 'big', 'hitteranyway', 'good']"
2426,ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,hey i almost forgot  happy bday babe  i love ya,"['hey', 'i', 'almost', 'forgot', '', 'happy', 'bday', 'babe', '', 'i', 'love', 'ya']","['hey', 'forgot', '', 'happy', 'bday', 'babe', '', 'love', 'ya']","['hey', 'forgot', 'happy', 'bday', 'babe', 'love', 'ya']"
2427,spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,valentines day special win over £1000 in our quiz and take your partner on the trip of a lifetime send go to 83600 now 150pmsg rcvd custcare08718720201,"['valentines', 'day', 'special', 'win', 'over', '£1000', 'in', 'our', 'quiz', 'and', 'take', 'your', 'partner', 'on', 'the', 'trip', 'of', 'a', 'lifetime', 'send', 'go', 'to', '83600', 'now', '150pmsg', 'rcvd', 'custcare08718720201']","['valentines', 'day', 'special', 'win', '£1000', 'quiz', 'partner', 'trip', 'lifetime', 'send', '83600', '150pmsg', 'rcvd', 'custcare08718720201']","['valentine', 'day', 'special', 'win', '1000', 'quiz', 'partner', 'trip', 'lifetime', 'send', '83600', 'rcvd']"
2428,ham,Do you think i can move  &lt;#&gt;  in a week,do you think i can move  ltgt  in a week,"['do', 'you', 'think', 'i', 'can', 'move', '', 'ltgt', '', 'in', 'a', 'week']","['think', '', 'ltgt', '', 'week']","['think', 'ltgt', 'week']"
2429,ham,She.s find. I sent you an offline message to know how anjola's now.,shes find i sent you an offline message to know how anjolas now,"['shes', 'find', 'i', 'sent', 'you', 'an', 'offline', 'message', 'to', 'know', 'how', 'anjolas', 'now']","['shes', 'find', 'sent', 'offline', 'message', 'know', 'anjolas']","['she', 's', 'find', 'send', 'offline', 'message', 'know', 'anjola']"
2430,spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,guess who am ithis is the first time i created a web page wwwasjesuscom read all i wrote im waiting for your opinions i want to be your friend 11,"['guess', 'who', 'am', 'ithis', 'is', 'the', 'first', 'time', 'i', 'created', 'a', 'web', 'page', 'wwwasjesuscom', 'read', 'all', 'i', 'wrote', 'im', 'waiting', 'for', 'your', 'opinions', 'i', 'want', 'to', 'be', 'your', 'friend', '11']","['guess', 'ithis', 'time', 'created', 'web', 'page', 'wwwasjesuscom', 'read', 'wrote', 'im', 'waiting', 'opinions', 'want', 'friend', '11']","['guess', 'ithis', 'time', 'create', 'web', 'page', 'wwwasjesuscom', 'read', 'write', 'I', 'm', 'wait', 'opinion', 'want', 'friend', '11']"
2431,ham,How was txting and driving,how was txting and driving,"['how', 'was', 'txting', 'and', 'driving']","['txting', 'driving']","['txte', 'drive']"
2432,ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,thats good lets thank god please complete the drug have lots of water and have a beautiful day,"['thats', 'good', 'lets', 'thank', 'god', 'please', 'complete', 'the', 'drug', 'have', 'lots', 'of', 'water', 'and', 'have', 'a', 'beautiful', 'day']","['thats', 'good', 'lets', 'thank', 'god', 'complete', 'drug', 'lots', 'water', 'beautiful', 'day']","['that', 's', 'good', 'let', 'thank', 'god', 'complete', 'drug', 'lot', 'water', 'beautiful', 'day']"
2433,ham,Really dun bluff me leh... U sleep early too. Nite...,really dun bluff me leh u sleep early too nite,"['really', 'dun', 'bluff', 'me', 'leh', 'u', 'sleep', 'early', 'too', 'nite']","['dun', 'bluff', 'leh', 'u', 'sleep', 'early', 'nite']","['dun', 'bluff', 'leh', 'u', 'sleep', 'early', 'nite']"
2434,ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",indians r poor but india is not a poor country says one of the swiss bank directors he says that  ltgt  lac crore of indian money is deposited in swiss banks which can be used for taxless budget for  ltgt  yrs can give  ltgt  crore jobs to all indians from any village to delhi 4 lane roads forever free power suply to more than  ltgt  social projects every citizen can get monthly  ltgt  for  ltgt  yrs no need of world bank amp imf loan think how our money is blocked by rich politicians we have full rights against corrupt politicians itna forward karo ki pura india padhegm,"['indians', 'r', 'poor', 'but', 'india', 'is', 'not', 'a', 'poor', 'country', 'says', 'one', 'of', 'the', 'swiss', 'bank', 'directors', 'he', 'says', 'that', '', 'ltgt', '', 'lac', 'crore', 'of', 'indian', 'money', 'is', 'deposited', 'in', 'swiss', 'banks', 'which', 'can', 'be', 'used', 'for', 'taxless', 'budget', 'for', '', 'ltgt', '', 'yrs', 'can', 'give', '', 'ltgt', '', 'crore', 'jobs', 'to', 'all', 'indians', 'from', 'any', 'village', 'to', 'delhi', '4', 'lane', 'roads', 'forever', 'free', 'power', 'suply', 'to', 'more', 'than', '', 'ltgt', '', 'social', 'projects', 'every', 'citizen', 'can', 'get', 'monthly', '', 'ltgt', '', 'for', '', 'ltgt', '', 'yrs', 'no', 'need', 'of', 'world', 'bank', 'amp', 'imf', 'loan', 'think', 'how', 'our', 'money', 'is', 'blocked', 'by', 'rich', 'politicians', 'we', 'have', 'full', 'rights', 'against', 'corrupt', 'politicians', 'itna', 'forward', 'karo', 'ki', 'pura', 'india', 'padhegm']","['indians', 'r', 'poor', 'india', 'poor', 'country', 'says', 'swiss', 'bank', 'directors', 'says', '', 'ltgt', '', 'lac', 'crore', 'indian', 'money', 'deposited', 'swiss', 'banks', 'taxless', 'budget', '', 'ltgt', '', 'yrs', '', 'ltgt', '', 'crore', 'jobs', 'indians', 'village', 'delhi', '4', 'lane', 'roads', 'forever', 'free', 'power', 'suply', '', 'ltgt', '', 'social', 'projects', 'citizen', 'monthly', '', 'ltgt', '', '', 'ltgt', '', 'yrs', 'need', 'world', 'bank', 'amp', 'imf', 'loan', 'think', 'money', 'blocked', 'rich', 'politicians', 'rights', 'corrupt', 'politicians', 'itna', 'forward', 'karo', 'ki', 'pura', 'india', 'padhegm']","['indian', 'r', 'poor', 'india', 'poor', 'country', 'say', 'swiss', 'bank', 'director', 'say', 'ltgt', 'lac', 'crore', 'indian', 'money', 'deposit', 'swiss', 'bank', 'taxless', 'budget', 'ltgt', 'yr', 'ltgt', 'crore', 'job', 'indian', 'village', 'delhi', '4', 'lane', 'road', 'forever', 'free', 'power', 'suply', 'ltgt', 'social', 'project', 'citizen', 'monthly', 'ltgt', 'ltgt', 'yr', 'need', 'world', 'bank', 'amp', 'imf', 'loan', 'think', 'money', 'block', 'rich', 'politician', 'right', 'corrupt', 'politician', 'itna', 'forward', 'karo', 'ki', 'pura', 'india', 'padhegm']"
2435,ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr8 day plus have you started cos i dont meet you online how was the honey moon,"['uncle', 'boye', 'i', 'need', 'movies', 'oh', 'guide', 'me', 'plus', 'you', 'know', 'torrents', 'are', 'not', 'particularly', 'legal', 'here', 'and', 'the', 'system', 'is', 'slowing', 'down', 'what', 'should', 'i', 'do', 'have', 'a', 'gr8', 'day', 'plus', 'have', 'you', 'started', 'cos', 'i', 'dont', 'meet', 'you', 'online', 'how', 'was', 'the', 'honey', 'moon']","['uncle', 'boye', 'need', 'movies', 'oh', 'guide', 'plus', 'know', 'torrents', 'particularly', 'legal', 'system', 'slowing', 'gr8', 'day', 'plus', 'started', 'cos', 'dont', 'meet', 'online', 'honey', 'moon']","['uncle', 'boye', 'need', 'movie', 'oh', 'guide', 'plus', 'know', 'torrent', 'particularly', 'legal', 'system', 'slow', 'day', 'plus', 'start', 'do', 'not', 'meet', 'online', 'honey', 'moon']"
2436,ham,Oh ya ya. I remember da. .,oh ya ya i remember da ,"['oh', 'ya', 'ya', 'i', 'remember', 'da', '']","['oh', 'ya', 'ya', 'remember', 'da', '']","['oh', 'ya', 'ya', 'remember', 'da']"
